x1RMxTftVIjS8HvWf8tpoA,oTpInzEzsg3wgvMO7IIiGA,5,2
yiR4dDit58T8pYg1GMvO3Q,CSvgpDZt8i_JvThh7E9Otw,4,2
y1Bw86Rv98bDYoH4ICDSgg,NBhYiKFF-_bY7c5sNMtt2Q,2,3
1u5tSUPGO213ZX0WBj0uxQ,IcdxwCBX6rNHwlcFJEVVtQ,3,5
tIIof6-zqlgxImFNDEIj9g,4pRABqGGSphcnj3UlSpmUw,5,1
VezCWH_yg7eHU3eOy9K98Q,yG002rouE9uVYJWpPHcC9g,1,0
CDm96_A5GagulRKa5zadfQ,mZujTrZN57WyW9oEmqI1TA,2,0
CUgWVhCyIVeuoP31RdaVFw,ZMBIjbnvatw6Z6JNPlS99Q,3,0
9gUiPyhzg8YoJq2a7Tc-hQ,LXvn-Wl2Sjzvl_7TxK-x6g,5,2
z2hoWsyUq85P37EHvMw3rw,hq6wwhgImByBXH4bnyY59Q,2,1
n-0sVDLw6kkK5On6vZ30Zw,yLfIkQRSWLfIAVwsBOVTxA,4,1
G4K5wXUe3aZ387yS1Gju7A,WTurWYOFVsVBOgy_HF_Oiw,4,5
RCGryVRZqKvnDH4Yyhhe8w,ydjy1zr_MQo2wswNzR2dGA,4,1
LLMIzRMVcu_F7gwfdY_wSQ,IhmBr-yHC8xLjdnoq7O37w,2,5
WVt2GdaHqZNE5qUIJ7k3Eg,_ZpReIeR1PoET0loCE8K3w,5,0
N7Crq3DytuvUQ2OyX2YRmQ,aqWXHhcR_CdmKmxggFOlEA,3,0
OPXGeNnvDBkX5OkDW30c9Q,8V9cZIM-SHxJ7lwUcdA-0g,5,0
zi-SYWaEyUGQST074-wN4Q,57tf_RmT5o3BiFj2gpV-Jg,4,1
lxHFVi4iZZRuNtbVW-ysQQ,Hg_RpXCHnZe7AS2dNfWfRQ,4,2
xsciMH9Wvl6o3sUdCsz8gw,HrJTQ8b5rEA3vF77rfAxFg,5,0
PRL7_9l0Zu7w1CpQEj0iEw,P5bUL3Engv-2z6kKohB6qQ,4,2
JdWplSS3RfBFamm4FshtcA,ZCnGpow8D0aRncIwjkLnZw,4,0
P8nY22PirIp-d1GpDn7qnA,-Vu7L3U7-kxDyY1VHxw3zw,3,0
c67b6g737VnEAj80Aaex3Q,0r-GI6qXs51qNsvQIxV_Ow,5,0
nIpIyaguICzAM286c9iwcQ,KhCN8Ehqx8IfPezcwqA0SA,5,1
zNxOVDKl3WYNFZDjtXAc6w,6REeSlSLOYhhTDcrpTITvA,2,0
yizsyT2dq-Bv8X7bBn5fHA,lYvCc7JYhbhLk8f0XtzJ-A,5,1
Ekd4p4JmygAgzoaR4jFMJQ,CRJaJcMtqIXfWyrtRElFrg,4,0
qh_MkbGg1k2j6X1ZcNhzfw,Kp8LxLzUeJb5sK-g_M_kQw,4,1
0y9Bjze2woK_CZ_S8ijrUQ,jFY8cEqe8JPPUoCuFqB7_g,4,0
kyXEnWKQGWSThY6EcjORuw,3L7nHnaeSHSdZXzV_vdvAQ,5,2
zkYHg3Hzt68_e2lfWyLwiA,GmpSEv4b0AoIFATqNBu1bQ,4,3
O8LGIntnNi4tgMyPQT2myg,v8DTz8SQRMlFdWrpCMp4Hg,3,0
aIScXq8tMcjR8Rkmi8qmdw,m610adhDmUY5QozAuPW7yQ,3,2
hlkCbViTRlQ5-lx8gopeoA,cuVrNmt7_WtBn1uz5L_p0g,4,0
j0C1t08TLW_iPPdC-8P_vQ,4RUXeyp_Af2C5t9JFyJlBQ,5,1
aRKDmJRynUacchS2_3yFKQ,aO7hDkWu7dnC79GhUFzu4Q,5,0
uirnfa_m6ITWKMN2JBLHvQ,g3QkAfG6kSYpJSBfv8LL1A,4,3
p-3rldIHAXrEb3RkImcPaA,i-CStAW-UKOV0RPkMslKCA,4,5
bul_5Ahk_QYLUAJ4Od27jg,4U2xVaKZSYG2lvUj0raLjA,4,2
BlUEgCOGzDwpOWnkQn3odw,cZFdhfwqtLHIykSQeQT34Q,4,1
4o6C5dFjyjBvF1g9st78NA,0Gb8mkzFUnRJHqw2cSuv0Q,4,1
6u3L5ipl4qelJW0PppJXmg,Bq2Uhvx580CDys5JOpIb6A,4,1
b_JzakNJhumpafAnXertgQ,-iLH3Q2Wg4AMrNUXcgvliA,3,5
XyeRCD7AAkwzPL8stT_Law,A8BMl32898Uqryd1MjMS9A,2,0
VeiGa7h8p1I2yAIfgZjgtw,Wxd-EKF2Z4RHZUmwQ6Eeew,5,4
jtlkMSgiv6AwGXd8vhJU-A,68XxoMUi-DFklQEWQlpMww,4,0
RvbN7Zv_W7zHjDh5F0B8Ag,7crXDf0z5Fcl0Ff5Gd8feA,5,0
h0PlvZ5RFJ3VXkB6oMbjbA,pois1eQIEqu2tJi36tzH4Q,5,0
B6FD5WsMfbpMNbh6ez_7sQ,ayQkF59WdHFqrflmP3v2uQ,1,0
we3YxbueOBb0f-m7ekYk2A,r0yj7wRAs4mNSgp_OvvstA,5,0
hCnQgU5GyG3yWGiwLMHCzA,qx5-zszhl5UJseM_p-1avw,2,2
KLus2HJj5LtbjF_mPoXyAA,WKfoKNPk_-KbzVpCCY261g,4,0
Q1ty4a5uO7rPlPoSH6PK2w,lXKjU1d7uy4aG0c5dNTATw,4,2
xtyK6kDA4A2ASCVuU2vH7A,ZeJj7oM5Be401ZrRvY-lUA,1,0
zPPw_vUatLmvnRpW1OoX6w,E8dNXK5p4CT22_f9Gjo9gA,3,0
XCEKd_ENWtZxdpnjgG3ocA,COlzL2aWFGVUTh51v1wRbA,5,0
oLwgMzsrvNsq-td3QrN3FQ,QbcI5G8Qj2X5jV-ncrHnww,5,0
PBtIwMBdapbV1TSdAWrbhQ,zbe6XPpnapqTHHeL4aLxbA,3,0
fT9o2Nq7YlY9yhGAoKxb1Q,DzUwQFXHEO0ISRp4WLcB0A,5,1
roEQNfyPi3jRv3WFFr-f_g,3uR1JrMD6P9ltOx9jLtgcQ,3,4
iZP6meYpcgKW9ACSdSR55Q,HUmClClluKP5Ur6X7e306Q,3,2
AtLv64FV-Pw6JuT3XUKU1g,5F_ASUSCHFf3YotkKioZ5w,4,0
csS_UrBujOvjASbX3gLW7w,OZTZgCcxO7fcFkZ3LYDroA,2,1
7895YHS5qGu03R-C6aYg9g,et1BTvFtU1gsHoq8umh-1A,5,2
ERRowW4pGO6pK9sVYyA1nQ,-fGUaLfPIGr5aa1q4jLq0g,5,0
AXQhTGR3PLFk1TW72CbqvA,GmpSEv4b0AoIFATqNBu1bQ,5,2
MF8l_0vWjjNgv5dOuf3w0g,OjOgQY9xG4OpkTzknWh8zQ,4,2
bFeUWWtFB_7b_0ODOduhMw,k_muz40jJaiY1PVga6NDXA,3,2
bSWL0YxfawjS03_g2kgujA,ET3TgSSQ3shm2mj5vZ8IVQ,3,3
hzSyQBWeoX94WOpUtxuWVg,h1ZPAX2ztQkqzge9FuzR3g,2,0
TwRYZmKEeVBgQzoTlTj8HA,Qt2pfQ0Zk011GCN28CLmuA,1,2
WVt2GdaHqZNE5qUIJ7k3Eg,hBicl52tMVsTecdZSVL-lQ,4,2
0rJdV8v9ow3WvPj8dzyffg,fkiZ7pUJtaEsMtmTP87eUQ,5,2
m6mUVUdkGuicmQHuqJH9yw,n6HUSJPJ_poksXNIp8NTkg,1,7
W3YejsFyM7i9nnK679nyfw,wbNLq9gPHtoliATdHrZHcw,2,0
wBXqzfWpx5MKaP33vxH0CA,9MVrvAb6ZB1XNB_Hn8XU9g,4,0
ZwLOkxU8HEcfWDd53axgWg,HUmClClluKP5Ur6X7e306Q,3,1
nWeoVpP-OHPpFYnQ0h8LVA,Bw_pn5DZ9IShY1Cy2WxsHQ,5,1
GE2yJpX5msaNg9HZN_BF8Q,GqHrL09yyKXq1OHa8DhDPQ,5,9
XPRLOKOWaisJo5aS_AV3Zw,ZD84600Tw1WqeKpVuNiKzg,3,0
aRKDmJRynUacchS2_3yFKQ,ACdmee1zWV-TTclcsu-kdw,4,0
HxegWRjhi7m73mXRI8qQIg,oRe-rtmWsn_8O2Y4glAY3g,2,2
Rmxs98oKa_QPEnC8c3bvXw,_kq78gxl0VA_oFxukVYTuw,5,0
JdWplSS3RfBFamm4FshtcA,yXtStKz2c9LVLPd1_LgjsA,4,1
G4K5wXUe3aZ387yS1Gju7A,9_Ao2wZQFV5dbfLcawIQ4g,3,3
1eHZYJdIAZJCL2HCb-lPXw,o0g89bEnHnmwPXQu9QJ6eg,4,9
16jKTDvLrZZQxwZdfbnPig,WV2si6WnhW3fA-f0dvThSA,2,0
FffPXnuuKYWbi3Aj8taNcQ,9lcq01JUhRY2yW8AxU3TIA,3,2
D6374F90YKRU7qktcXAA7g,34Al3p8NZfjLU_iPauoWsA,4,1
tzRNk1hqooBV3i-Q_yKP7g,Ma_gwnVShENgTuhHNpAvyQ,3,0
ALjZDe2lAeN5JZjst6UD_w,fLAFCqvGm_omeuALn_c03A,4,0
22o_VdMfKA1jjemWwbeujg,-K29SbpviWPK9NR7xAedmg,4,0
A46G2OAvLxFswiONB50Rrg,ja_Q4WFOOgTkInXUXqf_dw,3,4
GHe641VggznYYFnD9RM8pQ,8cvp_IjFGoGPq5RU51KRAg,4,1
qnRO5swUiQ2dNHuHRbAIzg,ChR0ljPe23NbStuYxWncJw,5,0
_HHyl90DifZwovr5Oxkptg,wd0VjFc_wOi7jlXa5roW-g,3,0
RHV5QV401zxaWU-GaQChFA,Ds9kLHT1mPqzVcm_XRIXiw,5,1
jxAJrIQ2JjjTs8ZzEytP-w,rjD5JDrDndu0vZvUhnnA7g,4,0
GPhnm_rcjkbc_b96DVS5HQ,Z8Q6AZm63tM3eLz8vmdk9w,2,0
sUuCeyNvHWMieO1GpfOpcw,VtGA0DZBJqwFpGqwxQpLbw,3,0
L1oN0sjoz_7zMfTaTAXAUg,ODSH1it5oAUPu2clIgOvyg,4,0
z7543gTRoewwvk72MwqvGg,cmphspqZt23u9Rk1YMMswg,3,2
MMRRS6YhVRx_iN5-JhMRYg,bBd8sOgkhbaEeZHjczV8ZQ,5,9
djg7ois6c-reKa9kiiAMsQ,yuLqTuKUEgWB5GTKKmS56A,3,1
fdBaf_H31MY4nA4Yuw6MfQ,Wbwv4at33RscYwinLrxA4A,2,3
P_7A5Ztw4Pwizpdqfx-G-Q,upCM15Y3YQoWNc7UXo_QhQ,2,0
dz1qvyImYe6lG-UEU0VkTQ,qhLQ2DKuvxLiwyUMHAbzmQ,4,0
dWkPcRiiEW97RwGhFZ3H5A,mdaKaPOKte_-7v3REM7Siw,4,2
TuPliHI_pmNQa9ve2iXfFA,FosuAgOfCODmkuQ-gixvOA,5,3
SijUAKpEjanhVghyhr46XQ,iQd-YQtHh0iNvQLP1xdIYg,4,0
bB5C_iNeAggSFuCvCzZnzg,HUmClClluKP5Ur6X7e306Q,2,1
VLyOi7tQURmp0KkWtZmC-g,dBmIIKikYXx8yIsdYkqr3w,3,0
9N684D-RFrQC0V4K0XvdxQ,udFadS-59zPrYv8G3ABmZg,3,0
dt0WE6P8b1AHJdb9V8C9VA,K2GXS6XJyXu01FC6_FKmNg,5,3
8NcUNYYey1WZMRchRdDQTw,XaizrtioI-qpYO1s0F1L9A,3,1
WhANqUQu_SJIuD7g8AXTAg,46Fj-TdPlZuTvhTnNEjA0Q,4,0
hlkCbViTRlQ5-lx8gopeoA,8RcEwGrFIgkt9WQ35E6SnQ,3,0
alsasGIpmMaZUNBMIKzD0Q,h7qNmqTAIc05zNtIpmlDJQ,5,3
JzFtLwCQDAzpJp6MDC6FTg,XjbtsP2HwXuOu3eCaTFF-w,4,0
3ejW1TGlpSVhaspKversrw,5L1dmYBRkXeCJ8-DQWykPg,2,3
mnZHNoNiIXJW3eRcg6NdUg,bwUb11KNZkFMEW1HhMjSvA,5,0
JdWplSS3RfBFamm4FshtcA,eBHiHna-iK17onn08al8wA,4,0
ncEQCb2Wjk1XfxKxrQD2aQ,Iqfc_JtaStZwPG66WsBkLg,5,0
EPiqqiFabXeKWNvgGj2mKg,rnYA1HJyYwirK3VE4HE21Q,3,0
gTZdJcQxEbCtnSNT3UdB2A,xVndjy6wsAxGlOxPjBbZxw,3,1
7bYE2n75faWu_OjzxD0l0w,7jRqME7-krCDvdkR-dadgA,4,1
pLmAzaoHWYVV7MRR8WTfIg,6bfcLLL35DpsxAxxk5ZNAQ,5,2
3D7cU-oTIyeI18UPuT1LQQ,jI3bjUdXGZnZX5z-xtjNEw,3,0
8lLs3dsSN-Am2_EtNfbXqA,D6KMrXQVvyel673yp9FAxw,3,2
-gZ7yh4ewW0HOFaKlUvukg,_NTm9Xv0gDfafBQxR3uUyQ,3,2
PPQgcw0WKdZ6nznkPLgX5Q,ZFAtjSBQDA3kDExHwFz4Iw,4,0
Ugm1SowBaUq-M6nfg2LlRw,Mr0CO2zsXwv_k9m-Ieyq1w,5,1
Uw8RIG_0GZfjqMSD1zYx-A,eEFHo_VFdkYOYFQAC1UapQ,4,1
5fneYCWLhgBZQUcNPOch-w,Vqv5rH2uXxm9tvb2wpa88Q,1,0
G3d-xJF_Rt-P_za2eZ1q-Q,p6nBKyT9Y_pFJ1WxVEowwA,4,0
CiCzdCfbq1QFaJNr1DJn7w,oGK0fy4zTnIzrYM_rzhGDA,4,0
K48JQ3ZCNST7-nHNZs3_Mw,3x8lZ-EoBhg-mw21BRITuQ,4,0
URAVn-03nM58of8xIj3VhQ,acsXvf38-3KEuw5g_v5rew,5,0
bAljDfssbdUVngTT_qrO_g,EWv-QUwo3hMfoM04sIXdUw,5,0
LDfM6KhpTXP53TegRa_UAg,Eypq5gLLjCapBVVnMw_MyA,3,0
1zIz2bfmX84YAYY6UTI0_w,3XxsH5vS3yJDnYLxSnRu3A,4,1
MGOt6JSu0NPI-DKhWRTTeA,3xFGPEzgK-WNlYnO2QOzdQ,3,4
X48_-RjsQMLz8pMVU9JEQA,iBOa6MtWnWviJdr0B7OGiA,3,1
xWkxO0hdHkhUF2K7vPo2qw,LcXhCl0OEWJQ_b0785j4iQ,3,2
Z6gj3H0r5kMkGYu_gqlDVw,yMfIk2WG6HGSmTUzwwiLPw,2,0
LNdmk-ZXmTE8a2xQGL3OeQ,22oxX_SY3fpAXljL0MKXIg,3,4
6E4qfgHlGwm7eDQOtlcxaQ,mXl8GMozjLoraG7PyFHWkg,3,4
iJkYxdQMe1WDpiw1pcQIuw,aF3mEXDJuILmeF-9PcxAsQ,4,3
1iY5q6spBS_DNWyemY829A,AcatgnhTihFToEaJV2qdGw,4,1
gYbX_IfkzWme4ItyXb_lgw,ugk0g6vyv2XavpoTaJSy6A,3,2
roEQNfyPi3jRv3WFFr-f_g,TZelLnaGbHgaG7LBI6rfgg,4,2
fREIiIPMg6i9GR_ywHbUnQ,fLuZ2mEP3fweiPm76r6MzA,4,0
BonZ748EKm8pwtVQalFpYQ,ayQkF59WdHFqrflmP3v2uQ,2,0
RkYCZKSJ7Qhw7c7ognlm3A,IL4O2SIcumu1un5UkgB3FQ,4,1
5DNothFa_sY2MZGGe2sTIw,1hJJXtCULGN8NT2dQtYbMg,5,4
z6Ut4WINzV8aK83c3lZPtw,-l9giG8TSDBG1jnUBUXp5w,4,1
8V1ceChgSzcGUV6jC8CvyQ,uKtpvZIBvthTFFntso1eAQ,3,0
sY_8iE6vA3mjcrpIKPKwGQ,NoS9XA3U7d2rTcXPXaVlwg,5,0
H8TAPuQZa_pFaitbRnpY8Q,X1O_E3b2zFcDXyEhgvw8nQ,4,2
gOp_w9qmLq6B8YRypTPp8g,LrfAu_QYks03mN4tHifCkg,3,0
x_ZFlJO8lhPyWmZ5eMPYpA,VwNhTezcwcgPMbp1UoXmTg,4,3
71bNDzSVHTY5LVO76nOyww,T4naIW_x8JtffkKb2HPuqA,5,0
17PRKve78GgzlHYdEbK7TQ,ODSH1it5oAUPu2clIgOvyg,4,0
NGyFcZHghu1uJ0G-pXJxoQ,Gcjr__StoE_lpZjDGc31Ew,4,1
n-0sVDLw6kkK5On6vZ30Zw,XvbU631-FQ4GTS2zMa-YvQ,3,0
KKCc0UwSpqLl3PkdB1Yhew,t9e9-sMgkg0DhNHzstc1Ww,2,0
1mOcldfqbByxAaB0steLdg,csS1E9FccVp27nVryqbrfg,3,0
4GYc1Ld8r4rGQJKz_Qp07A,OjOgQY9xG4OpkTzknWh8zQ,4,4
Igr5Id1TWyM3JLsY_td9_w,q6UCOzZHK3L4gpxgwM2V_w,1,0
wIhtFlx1DdDvYH0fjUAtkg,udFadS-59zPrYv8G3ABmZg,4,0
scun7XXs3zyXewDLyUDjXw,XB9Ffl30KbYkOw9coLK51Q,4,1
UMFQfomM9P9gg62Id8qx3g,yVxVGS68r_IDNIFWTK0JTw,4,1
RIUwz7qFjkTaUoQPZRd3Fw,8-lLoii2bEEB_IDJlryyDw,5,0
yn_0NkOSp_hvaaJp-oK2kg,fEoBk3QxwDp38drtjndYhA,4,3
2u4DSD6F8RyFXp-Crhj8OA,BzVbyuMceUf-plTz3z3iYg,4,3
If0EcO2DAJl4ojvNmr-NBA,Jt3GylPuH64uA3zTdbMdCg,4,1
HT9gh-SsKkiMFfcDY3x1Jw,6xkY3nZJMYeNpyBvKoFloQ,4,8
vEJy_uS9_3kB_kxTfDrgfg,mXsINkCBoe9KGBpDg5zqeQ,3,0
0nkw7pLj753EobaGt-HvAw,fP5-u5yZ683B0Mdd7Zjb6A,2,2
HxegWRjhi7m73mXRI8qQIg,du1J0HEDn_5h7N7OprO0lA,3,0
